# 8 out of 8 mutations
# 1 tree
7 #edges, tree 3
9 7
1 3
4 9
1 4
4 2
7 8
3 5
1 #anatomical sites
3 #samples
8 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	R	0	1	0.286424776119403	0.286424776119403
0	R1	0	R	1	2	0.0	0.0
0	R1	0	R	2	3	0.2738927710843373	0.2738927710843373
0	R1	0	R	3	4	0.0	0.0
0	R1	0	R	4	5	0.0875576923076923	0.0875576923076923
0	R1	0	R	5	7	0.0	0.0
0	R1	0	R	6	8	0.0	0.0
0	R1	0	R	7	9	0.0	0.0
1	R2	0	R	0	1	0.474934328358209	0.474934328358209
1	R2	0	R	1	2	0.08568	0.08568
1	R2	0	R	2	3	5.903614457831326e-05	5.903614457831326e-05
1	R2	0	R	3	4	0.3787254545454546	0.3787254545454546
1	R2	0	R	4	5	0.0	0.0
1	R2	0	R	5	7	0.0	0.0
1	R2	0	R	6	8	0.0	0.0
1	R2	0	R	7	9	0.22458333333333338	0.22458333333333338
2	R3	0	R	0	1	0.5196119402985074	0.5196119402985074
2	R3	0	R	1	2	0.0005447619047619048	0.0005447619047619048
2	R3	0	R	2	3	0.0013783132530120485	0.0013783132530120485
2	R3	0	R	3	4	0.5148	0.5148
2	R3	0	R	4	5	0.0010000000000000002	0.0010000000000000002
2	R3	0	R	5	7	0.47840000000000005	0.47840000000000005
2	R3	0	R	6	8	0.14421333333333336	0.14421333333333336
2	R3	0	R	7	9	0.5130666666666668	0.5130666666666668
