# 5 out of 5 mutations
# 2 tree
4 #edges, tree 1
1 5
3 2
1 3
5 4
4 #edges, tree 2
1 5
3 2
1 3
3 4
1 #anatomical sites
2 #samples
5 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	A_0	0	A	0	1	0.9619047619047619	0.9619047619047619
0	A_0	0	A	1	2	0.013181818181818182	0.013181818181818182
0	A_0	0	A	2	3	0.47650000000000003	0.47650000000000003
0	A_0	0	A	3	4	0.31052631578947365	0.31052631578947365
0	A_0	0	A	4	5	0.7209090909090909	0.7209090909090909
1	A_1	0	A	0	1	0.9404761904761905	0.9404761904761905
1	A_1	0	A	1	2	0.6445454545454545	0.6445454545454545
1	A_1	0	A	2	3	0.6535	0.6535
1	A_1	0	A	3	4	0.0	0.0
1	A_1	0	A	4	5	0.0	0.0
