# 5 out of 5 mutations
# 1 tree
4 #edges, tree 1
1 2
1 5
1 3
1 4
1 #anatomical sites
4 #samples
5 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	R	0	1	0.21826369863013698	0.21826369863013698
0	R1	0	R	1	2	0.0	0.0
0	R1	0	R	2	3	0.0002875	0.0002875
0	R1	0	R	3	4	0.0	0.0
0	R1	0	R	4	5	0.138	0.138
1	R3	0	R	0	1	0.25047260273972605	0.25047260273972605
1	R3	0	R	1	2	0.003466666666666667	0.003466666666666667
1	R3	0	R	2	3	0.15957500000000002	0.15957500000000002
1	R3	0	R	3	4	0.0	0.0
1	R3	0	R	4	5	0.0026000000000000003	0.0026000000000000003
2	R6	0	R	0	1	0.18148858447488586	0.18148858447488586
2	R6	0	R	1	2	0.09016666666666669	0.09016666666666669
2	R6	0	R	2	3	0.002	0.002
2	R6	0	R	3	4	0.064	0.064
2	R6	0	R	4	5	0.0024000000000000002	0.0024000000000000002
3	R7	0	R	0	1	0.17976164383561644	0.17976164383561644
3	R7	0	R	1	2	0.11069999999999999	0.11069999999999999
3	R7	0	R	2	3	0.0	0.0
3	R7	0	R	3	4	0.0	0.0
3	R7	0	R	4	5	0.0018	0.0018
