# 9 out of 9 mutations
# 1 tree
8 #edges, tree 2
3 2
1 3
4 6
7 9
5 7
1 4
5 8
3 5
1 #anatomical sites
5 #samples
9 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	LN1	0	L	0	1	0.5837894736842105	0.5837894736842105
0	LN1	0	L	1	2	0.0028482758620689656	0.0028482758620689656
0	LN1	0	L	2	3	0.5713166666666666	0.5713166666666666
0	LN1	0	L	3	4	0.0059	0.0059
0	LN1	0	L	4	5	0.5369	0.5369
0	LN1	0	L	5	6	0.0059	0.0059
0	LN1	0	L	6	7	0.4357571428571429	0.4357571428571429
0	LN1	0	L	7	8	0.0059	0.0059
0	LN1	0	L	8	9	0.017699999999999997	0.017699999999999997
1	LN2	0	L	0	1	0.6726035087719299	0.6726035087719299
1	LN2	0	L	1	2	0.0	0.0
1	LN2	0	L	2	3	0.6513833333333333	0.6513833333333333
1	LN2	0	L	3	4	0.0	0.0
1	LN2	0	L	4	5	0.59568	0.59568
1	LN2	0	L	5	6	0.0	0.0
1	LN2	0	L	6	7	0.41771428571428576	0.41771428571428576
1	LN2	0	L	7	8	0.0	0.0
1	LN2	0	L	8	9	0.07072	0.07072
2	R1	0	R	0	1	0.4828649122807017	0.4828649122807017
2	R1	0	R	1	2	0.0006758620689655171	0.0006758620689655171
2	R1	0	R	2	3	0.012454166666666667	0.012454166666666667
2	R1	0	R	3	4	0.47041074561403506	0.47041074561403506
2	R1	0	R	4	5	0.0049	0.0049
2	R1	0	R	5	6	0.40621	0.40621
2	R1	0	R	6	7	0.0	0.0
2	R1	0	R	7	8	0.0049	0.0049
2	R1	0	R	8	9	0.0	0.0
3	R2	0	R	0	1	0.3360035087719298	0.3360035087719298
3	R2	0	R	1	2	0.1919016666666667	0.1919016666666667
3	R2	0	R	2	3	0.2024416666666667	0.2024416666666667
3	R2	0	R	3	4	0.11935789473684208	0.11935789473684208
3	R2	0	R	4	5	0.01054	0.01054
3	R2	0	R	5	6	0.0034000000000000002	0.0034000000000000002
3	R2	0	R	6	7	0.006314285714285714	0.006314285714285714
3	R2	0	R	7	8	0.004225714285714287	0.004225714285714287
3	R2	0	R	8	9	0.0034000000000000002	0.0034000000000000002
4	R3	0	R	0	1	0.5047657894736842	0.5047657894736842
4	R3	0	R	1	2	0.0012310344827586208	0.0012310344827586208
4	R3	0	R	2	3	0.4825875	0.4825875
4	R3	0	R	3	4	0.0051	0.0051
4	R3	0	R	4	5	0.39830999999999994	0.39830999999999994
4	R3	0	R	5	6	0.0	0.0
4	R3	0	R	6	7	0.007285714285714285	0.007285714285714285
4	R3	0	R	7	8	0.12495	0.12495
4	R3	0	R	8	9	0.007285714285714285	0.007285714285714285
