# 5 out of 5 mutations
# 1 tree
4 #edges, tree 2
1 2
2 5
2 3
1 4
1 #anatomical sites
2 #samples
5 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	R	0	1	0.39812747336377463	0.39812747336377463
0	R1	0	R	1	2	0.29722191780821916	0.29722191780821916
0	R1	0	R	2	3	0.0	0.0
0	R1	0	R	3	4	0.10090555555555555	0.10090555555555555
0	R1	0	R	4	5	0.29722191780821916	0.29722191780821916
1	R3	0	R	0	1	0.7357513307984791	0.7357513307984791
1	R3	0	R	1	2	0.7135424657534245	0.7135424657534245
1	R3	0	R	2	3	0.6215999999999999	0.6215999999999999
1	R3	0	R	3	4	0.00020555555555555559	0.00020555555555555559
1	R3	0	R	4	5	0.0	0.0
