# 7 out of 7 mutations
# 1 tree
6 #edges, tree 2
1 2
1 3
5 7
1 6
5 8
3 5
1 #anatomical sites
3 #samples
7 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	R	0	1	0.5796391111111111	0.5796391111111111
0	R1	0	R	1	2	0.0	0.0
0	R1	0	R	2	3	0.10009677419354839	0.10009677419354839
0	R1	0	R	3	5	0.10009677419354839	0.10009677419354839
0	R1	0	R	4	6	0.4795423369175627	0.4795423369175627
0	R1	0	R	5	7	0.0025375000000000003	0.0025375000000000003
0	R1	0	R	6	8	0.09755927419354839	0.09755927419354839
1	R2	0	R	0	1	0.42933111111111105	0.42933111111111105
1	R2	0	R	1	2	0.06572311111111107	0.06572311111111107
1	R2	0	R	2	3	0.363608	0.363608
1	R2	0	R	3	5	0.23580645161290326	0.23580645161290326
1	R2	0	R	4	6	0.0	0.0
1	R2	0	R	5	7	0.19645625	0.19645625
1	R2	0	R	6	8	0.007453333333333333	0.007453333333333333
2	R3	0	R	0	1	0.44961333333333336	0.44961333333333336
2	R3	0	R	1	2	0.3834633333333333	0.3834633333333333
2	R3	0	R	2	3	0.06615	0.06615
2	R3	0	R	3	5	0.04282258064516129	0.04282258064516129
2	R3	0	R	4	6	0.0	0.0
2	R3	0	R	5	7	0.0014062500000000002	0.0014062500000000002
2	R3	0	R	6	8	0.0006	0.0006
