# 6 out of 6 mutations
# 1 tree
5 #edges, tree 1
1 3
1 4
1 5
6 2
1 6
1 #anatomical sites
4 #samples
6 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	R	0	1	0.65459	0.65459
0	R1	0	R	1	2	0.0	0.0
0	R1	0	R	2	3	0.0201	0.0201
0	R1	0	R	3	4	0.18827000000000002	0.18827000000000002
0	R1	0	R	4	5	0.0	0.0
0	R1	0	R	5	6	0.0067	0.0067
1	R2	0	R	0	1	0.62528	0.62528
1	R2	0	R	1	2	0.0	0.0
1	R2	0	R	2	3	0.1826909090909091	0.1826909090909091
1	R2	0	R	3	4	0.007039999999999999	0.007039999999999999
1	R2	0	R	4	5	0.0	0.0
1	R2	0	R	5	6	0.0	0.0
2	R3	0	R	0	1	0.58092	0.58092
2	R3	0	R	1	2	0.0	0.0
2	R3	0	R	2	3	0.004363636363636364	0.004363636363636364
2	R3	0	R	3	4	0.0	0.0
2	R3	0	R	4	5	0.138	0.138
2	R3	0	R	5	6	0.0	0.0
3	R4	0	R	0	1	0.533736	0.533736
3	R4	0	R	1	2	0.13176000000000002	0.13176000000000002
3	R4	0	R	2	3	0.000490909090909091	0.000490909090909091
3	R4	0	R	3	4	0.0	0.0
3	R4	0	R	4	5	0.0	0.0
3	R4	0	R	5	6	0.2979	0.2979
