# 7 out of 7 mutations
# 1 tree
6 #edges, tree 1
6 4
5 6
2 1
2 3
2 5
5 8
1 #anatomical sites
4 #samples
7 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	R	0	1	0.00014743589743589745	0.00014743589743589745
0	R1	0	R	1	2	0.22732702702702703	0.22732702702702703
0	R1	0	R	2	3	0.0003607843137254903	0.0003607843137254903
0	R1	0	R	3	4	0.13199444444444444	0.13199444444444444
0	R1	0	R	4	5	0.206784375	0.206784375
0	R1	0	R	5	6	0.13199444444444444	0.13199444444444444
0	R1	0	R	6	8	0.0023	0.0023
1	R2	0	R	0	1	6.41025641025641e-05	6.41025641025641e-05
1	R2	0	R	1	2	0.09847297297297297	0.09847297297297297
1	R2	0	R	2	3	0.001019607843137255	0.001019607843137255
1	R2	0	R	3	4	0.0019444444444444446	0.0019444444444444446
1	R2	0	R	4	5	0.08590625000000002	0.08590625000000002
1	R2	0	R	5	6	0.0019444444444444446	0.0019444444444444446
1	R2	0	R	6	8	0.08396180555555556	0.08396180555555556
2	R3	0	R	0	1	0.08948805312665603	0.08948805312665603
2	R3	0	R	1	2	0.2171756756756756	0.2171756756756756
2	R3	0	R	2	3	0.0004313725490196076	0.0004313725490196076
2	R3	0	R	3	4	0.0037400000000000003	0.0037400000000000003
2	R3	0	R	4	5	0.12725625000000002	0.12725625000000002
2	R3	0	R	5	6	0.12725625000000002	0.12725625000000002
2	R3	0	R	6	8	0.0	0.0
3	R4	0	R	0	1	0.0	0.0
3	R4	0	R	1	2	0.19491891891891894	0.19491891891891894
3	R4	0	R	2	3	0.18923141891891893	0.18923141891891893
3	R4	0	R	3	4	0.00011111111111111114	0.00011111111111111114
3	R4	0	R	4	5	0.005687500000000001	0.005687500000000001
3	R4	0	R	5	6	0.00011111111111111114	0.00011111111111111114
3	R4	0	R	6	8	0.0	0.0
