# 5 out of 5 mutations
# 1 tree
4 #edges, tree 2
1 2
1 3
1 4
3 5
1 #anatomical sites
2 #samples
5 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	R	0	1	0.3590541666666666	0.3590541666666666
0	R1	0	R	1	2	0.00037	0.00037
0	R1	0	R	2	3	0.3379333333333333	0.3379333333333333
0	R1	0	R	3	4	0.0027749999999999997	0.0027749999999999997
0	R1	0	R	4	5	0.09176	0.09176
1	R2	0	R	0	1	0.38	0.38
1	R2	0	R	1	2	0.08835000000000001	0.08835000000000001
1	R2	0	R	2	3	0.0	0.0
1	R2	0	R	3	4	0.29164999999999996	0.29164999999999996
1	R2	0	R	4	5	0.0	0.0
