# 10 out of 10 mutations
# 1 tree
9 #edges, tree 1
4 10
6 8
8 9
7 4
1 6
2 3
1 7
7 2
6 5
1 #anatomical sites
4 #samples
10 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	R	0	1	0.5936814159292034	0.5936814159292034
0	R1	0	R	1	2	0.45249999999999996	0.45249999999999996
0	R1	0	R	2	3	0.17200000000000001	0.17200000000000001
0	R1	0	R	3	4	0.0	0.0
0	R1	0	R	4	5	0.0	0.0
0	R1	0	R	5	6	0.00709090909090909	0.00709090909090909
0	R1	0	R	6	7	0.45249999999999996	0.45249999999999996
0	R1	0	R	7	8	0.00709090909090909	0.00709090909090909
0	R1	0	R	8	9	0.0	0.0
0	R1	0	R	9	10	0.0	0.0
1	R2	0	R	0	1	0.47972300884955754	0.47972300884955754
1	R2	0	R	1	2	0.0	0.0
1	R2	0	R	2	3	0.0	0.0
1	R2	0	R	3	4	0.45533703703703704	0.45533703703703704
1	R2	0	R	4	5	0.0	0.0
1	R2	0	R	5	6	0.0	0.0
1	R2	0	R	6	7	0.46059999999999995	0.46059999999999995
1	R2	0	R	7	8	0.0	0.0
1	R2	0	R	8	9	0.0	0.0
1	R2	0	R	9	10	0.19012	0.19012
2	R3	0	R	0	1	0.5173769911504426	0.5173769911504426
2	R3	0	R	1	2	0.0	0.0
2	R3	0	R	2	3	0.0	0.0
2	R3	0	R	3	4	0.0	0.0
2	R3	0	R	4	5	0.4576	0.4576
2	R3	0	R	5	6	0.5044	0.5044
2	R3	0	R	6	7	0.0	0.0
2	R3	0	R	7	8	0.005200000000000001	0.005200000000000001
2	R3	0	R	8	9	0.0	0.0
2	R3	0	R	9	10	0.0	0.0
3	R4	0	R	0	1	0.2484955752212389	0.2484955752212389
3	R4	0	R	1	2	0.0	0.0
3	R4	0	R	2	3	0.0	0.0
3	R4	0	R	3	4	0.0	0.0
3	R4	0	R	4	5	0.0	0.0
3	R4	0	R	5	6	0.2484955752212389	0.2484955752212389
3	R4	0	R	6	7	0.0	0.0
3	R4	0	R	7	8	0.2394363636363636	0.2394363636363636
3	R4	0	R	8	9	0.0806	0.0806
3	R4	0	R	9	10	0.0	0.0
