# 5 out of 5 mutations
# 1 tree
4 #edges, tree 1
1 5
3 2
1 3
5 4
1 #anatomical sites
2 #samples
5 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	R	0	1	0.62	0.62
0	R1	0	R	1	2	0.008172727272727272	0.008172727272727272
0	R1	0	R	2	3	0.17303636363636363	0.17303636363636363
0	R1	0	R	3	4	0.19252631578947366	0.19252631578947366
0	R1	0	R	4	5	0.4469636363636364	0.4469636363636364
1	R2	0	R	0	1	0.3291666666666666	0.3291666666666666
1	R2	0	R	1	2	0.22559090909090906	0.22559090909090906
1	R2	0	R	2	3	0.22872499999999998	0.22872499999999998
1	R2	0	R	3	4	0.0	0.0
1	R2	0	R	4	5	0.0	0.0
