# 10 out of 10 mutations
# 2 tree
9 #edges, tree 1
4 10
6 8
8 9
7 4
1 6
2 3
1 7
7 2
6 5
9 #edges, tree 2
4 10
1 3
6 8
7 4
6 5
8 9
1 6
1 7
7 2
1 #anatomical sites
4 #samples
10 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	A_0	0	A	0	1	0.9894690265486725	0.9894690265486725
0	A_0	0	A	1	2	0.7989655172413793	0.7989655172413793
0	A_0	0	A	2	3	0.2866666666666667	0.2866666666666667
0	A_0	0	A	3	4	0.014444444444444446	0.014444444444444446
0	A_0	0	A	4	5	0.0	0.0
0	A_0	0	A	5	6	0.0	0.0
0	A_0	0	A	6	7	0.7541666666666667	0.7541666666666667
0	A_0	0	A	7	8	0.011818181818181818	0.011818181818181818
0	A_0	0	A	8	9	0.0	0.0
0	A_0	0	A	9	10	0.0	0.0
1	A_1	0	A	0	1	0.9790265486725663	0.9790265486725663
1	A_1	0	A	1	2	0.0	0.0
1	A_1	0	A	2	3	0.0	0.0
1	A_1	0	A	3	4	0.9292592592592592	0.9292592592592592
1	A_1	0	A	4	5	0.0	0.0
1	A_1	0	A	5	6	0.0	0.0
1	A_1	0	A	6	7	0.94	0.94
1	A_1	0	A	7	8	0.0	0.0
1	A_1	0	A	8	9	0.0	0.0
1	A_1	0	A	9	10	0.388	0.388
2	A_2	0	A	0	1	0.9949557522123894	0.9949557522123894
2	A_2	0	A	1	2	0.0	0.0
2	A_2	0	A	2	3	0.0	0.0
2	A_2	0	A	3	4	0.0	0.0
2	A_2	0	A	4	5	0.88	0.88
2	A_2	0	A	5	6	0.97	0.97
2	A_2	0	A	6	7	0.0	0.0
2	A_2	0	A	7	8	0.01	0.01
2	A_2	0	A	8	9	0.0	0.0
2	A_2	0	A	9	10	0.0	0.0
3	A_3	0	A	0	1	0.9557522123893805	0.9557522123893805
3	A_3	0	A	1	2	0.003448275862068966	0.003448275862068966
3	A_3	0	A	2	3	0.0	0.0
3	A_3	0	A	3	4	0.0	0.0
3	A_3	0	A	4	5	0.0	0.0
3	A_3	0	A	5	6	0.9585714285714285	0.9585714285714285
3	A_3	0	A	6	7	0.0	0.0
3	A_3	0	A	7	8	0.9209090909090909	0.9209090909090909
3	A_3	0	A	8	9	0.31	0.31
3	A_3	0	A	9	10	0.0	0.0
