# 7 out of 7 mutations
# 2 tree
6 #edges, tree 1
1 2
1 3
6 8
5 7
1 6
3 5
6 #edges, tree 2
1 2
1 3
5 7
1 6
5 8
3 5
1 #anatomical sites
3 #samples
7 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	A_0	0	A	0	1	0.9993777777777778	0.9993777777777778
0	A_0	0	A	1	2	0.04125	0.04125
0	A_0	0	A	2	3	0.3332	0.3332
0	A_0	0	A	3	5	0.17258064516129032	0.17258064516129032
0	A_0	0	A	4	6	0.8826086956521739	0.8826086956521739
0	A_0	0	A	5	7	0.004375	0.004375
0	A_0	0	A	6	8	0.24133333333333332	0.24133333333333332
1	A_1	0	A	0	1	0.9984444444444445	0.9984444444444445
1	A_1	0	A	1	2	0.2716071428571429	0.2716071428571429
1	A_1	0	A	2	3	0.8456	0.8456
1	A_1	0	A	3	5	0.5483870967741936	0.5483870967741936
1	A_1	0	A	4	6	0.07478260869565218	0.07478260869565218
1	A_1	0	A	5	7	0.456875	0.456875
1	A_1	0	A	6	8	0.017333333333333333	0.017333333333333333
2	A_2	0	A	0	1	0.9991407407407408	0.9991407407407408
2	A_2	0	A	1	2	0.9267857142857143	0.9267857142857143
2	A_2	0	A	2	3	0.147	0.147
2	A_2	0	A	3	5	0.09516129032258064	0.09516129032258064
2	A_2	0	A	4	6	0.0017391304347826088	0.0017391304347826088
2	A_2	0	A	5	7	0.003125	0.003125
2	A_2	0	A	6	8	0.0013333333333333333	0.0013333333333333333
