# 6 out of 6 mutations
# 1 tree
5 #edges, tree 1
2 1
2 3
3 7
3 4
3 5
1 #anatomical sites
4 #samples
6 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	R	0	1	0.00015671641791044778	0.00015671641791044778
0	R1	0	R	1	2	0.13892036613272313	0.13892036613272313
0	R1	0	R	2	3	0.1311221843003413	0.1311221843003413
0	R1	0	R	3	4	0.0002504065040650407	0.0002504065040650407
0	R1	0	R	4	5	0.0	0.0
0	R1	0	R	5	7	0.10920000000000002	0.10920000000000002
1	R2	0	R	0	1	0.00039328358208955247	0.00039328358208955247
1	R2	0	R	1	2	0.16938924485125859	0.16938924485125859
1	R2	0	R	2	3	0.16611843003412968	0.16611843003412968
1	R2	0	R	3	4	0.0005943089430894309	0.0005943089430894309
1	R2	0	R	4	5	0.13592916666666668	0.13592916666666668
1	R2	0	R	5	7	7.083333333333334e-05	7.083333333333334e-05
2	R3	0	R	0	1	0.17557723880597015	0.17557723880597015
2	R3	0	R	1	2	0.20245034324942784	0.20245034324942784
2	R3	0	R	2	3	0.02687310444345773	0.02687310444345773
2	R3	0	R	3	4	0.00012520325203252037	0.00012520325203252037
2	R3	0	R	4	5	0.0	0.0
2	R3	0	R	5	7	0.015583333333333336	0.015583333333333336
3	R4	0	R	0	1	8.731343283582089e-05	8.731343283582089e-05
3	R4	0	R	1	2	0.17897437070938216	0.17897437070938216
3	R4	0	R	2	3	0.17389965870307167	0.17389965870307167
3	R4	0	R	3	4	0.16360975609756098	0.16360975609756098
3	R4	0	R	4	5	0.0007875	0.0007875
3	R4	0	R	5	7	0.0	0.0
