# 10 out of 10 mutations
# 1 tree
9 #edges, tree 1
1 2
2 7
1 3
2 8
9 10
3 9
3 6
2 5
3 4
1 #anatomical sites
5 #samples
10 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	R	0	1	0.579451968503937	0.579451968503937
0	R1	0	R	1	2	0.0	0.0
0	R1	0	R	2	3	0.5503371428571429	0.5503371428571429
0	R1	0	R	3	4	0.0	0.0
0	R1	0	R	4	5	0.0	0.0
0	R1	0	R	5	6	0.2922307692307692	0.2922307692307692
0	R1	0	R	6	7	0.0	0.0
0	R1	0	R	7	8	0.0	0.0
0	R1	0	R	8	9	0.005155555555555556	0.005155555555555556
0	R1	0	R	9	10	0.0	0.0
1	R2	0	R	0	1	0.6095677165354331	0.6095677165354331
1	R2	0	R	1	2	0.0	0.0
1	R2	0	R	2	3	0.5856	0.5856
1	R2	0	R	3	4	0.0	0.0
1	R2	0	R	4	5	0.0	0.0
1	R2	0	R	5	6	0.0061	0.0061
1	R2	0	R	6	7	0.0	0.0
1	R2	0	R	7	8	0.0	0.0
1	R2	0	R	8	9	0.5659444444444444	0.5659444444444444
1	R2	0	R	9	10	0.1037	0.1037
2	R4	0	R	0	1	0.499744094488189	0.499744094488189
2	R4	0	R	1	2	0.0	0.0
2	R4	0	R	2	3	0.4897142857142857	0.4897142857142857
2	R4	0	R	3	4	0.31	0.31
2	R4	0	R	4	5	0.0	0.0
2	R4	0	R	5	6	0.0	0.0
2	R4	0	R	6	7	0.0	0.0
2	R4	0	R	7	8	0.0	0.0
2	R4	0	R	8	9	0.0	0.0
2	R4	0	R	9	10	0.0	0.0
3	R6	0	R	0	1	0.45978267716535426	0.45978267716535426
3	R6	0	R	1	2	0.437	0.437
3	R6	0	R	2	3	0.005388571428571428	0.005388571428571428
3	R6	0	R	3	4	0.0	0.0
3	R6	0	R	4	5	0.0	0.0
3	R6	0	R	5	6	0.0	0.0
3	R6	0	R	6	7	0.11998333333333334	0.11998333333333334
3	R6	0	R	7	8	0.31701666666666667	0.31701666666666667
3	R6	0	R	8	9	0.0	0.0
3	R6	0	R	9	10	0.0	0.0
4	R7	0	R	0	1	0.14996456692913387	0.14996456692913387
4	R7	0	R	1	2	0.147	0.147
4	R7	0	R	2	3	0.00021428571428571427	0.00021428571428571427
4	R7	0	R	3	4	0.0	0.0
4	R7	0	R	4	5	0.141	0.141
4	R7	0	R	5	6	0.0	0.0
4	R7	0	R	6	7	0.0	0.0
4	R7	0	R	7	8	0.000125	0.000125
4	R7	0	R	8	9	0.0	0.0
4	R7	0	R	9	10	0.0	0.0
